"FRAME","COUNT"
"354","0"
"355","0"
"356","0"
"357","0"
"358","0"
"359","0"
"360","0"
"361","0"
"362","0"
"363","0"
"364","0"
"365","0"
"366","0"
"367","0"
"368","0"
"369","0"
"370","0"
"371","0"
"372","3"
"373","1"
"374","0"
"375","2"
"376","1"
"377","1"
"378","0"
"379","0"
"380","1"
"381","1"
"382","0"
"383","0"
"384","0"
"385","0"
"386","0"
"387","0"
"388","0"
"389","0"
"390","0"
"391","0"
"392","0"
"393","0"
"394","0"
"395","1"
"396","0"
"397","0"
"398","0"
"399","1"
"400","0"
"401","0"
"402","0"
"403","0"
"404","1"
"405","0"
"406","0"
"407","1"
"408","0"
"409","0"
"410","0"
"411","0"
"412","0"
"413","0"
"414","0"
"415","0"
"416","0"
"417","0"
"418","0"
"419","0"
"420","0"
"421","0"
"422","0"
"423","0"
"424","0"
"425","1"
"426","0"
"427","0"
"428","1"
"429","0"
"430","1"
"431","0"
"432","0"
"433","0"
"434","0"
"435","1"
"436","1"
"437","1"
"438","1"
"439","0"
"440","0"
"441","0"
"442","0"
"443","0"
"444","0"
"445","0"
"446","0"
"447","0"
"448","0"
"449","0"
"450","0"
"451","0"
"452","0"
"453","1"
"454","0"
"455","0"
"456","0"
"457","1"
"458","0"
"459","1"
"460","0"
"461","0"
"462","0"
"463","0"
"464","0"
"465","0"
"466","0"
"467","0"
"468","0"
"469","0"
"470","0"
"471","0"
"472","0"
"473","0"
"474","1"
"475","0"
"476","1"
"477","0"
"478","0"
"479","1"
"480","1"
"481","0"
"482","0"
"483","0"
"484","0"
"485","0"
"486","0"
"487","0"
"488","0"
"489","1"
"490","0"
"491","0"
"492","0"
"493","0"
"494","0"
"495","0"
"496","0"
"497","1"
"498","2"
"499","0"
"500","1"
"501","1"
"502","2"
"503","2"
"504","2"
"505","0"
"506","1"
"507","0"
"508","0"
"509","0"
"510","0"
"511","0"
"512","0"
"513","0"
"514","0"
"515","0"
"516","0"
"517","0"
"518","0"
"519","1"
"520","0"
"521","0"
"522","0"
"523","0"
"524","0"
"525","0"
"526","0"
"527","0"
"528","0"
"529","0"
"530","0"
"531","0"
"532","0"
"533","0"
"534","1"
"535","2"
"536","0"
"537","0"
"538","0"
"539","0"
"540","0"
"541","0"
"542","0"
"543","0"
"544","0"
"545","0"
"546","0"
"547","0"
"548","0"
"549","0"
"550","0"
"551","0"
"552","0"
"553","0"
"554","1"
"555","0"
"556","0"
"557","0"
"558","0"
"559","0"
"560","0"
"561","0"
"562","0"
"563","0"
"564","0"
"565","0"
"566","0"
"567","0"
"568","0"
"569","0"
"570","1"
"571","1"
"572","0"
"573","1"
"574","2"
"575","1"
"576","1"
"577","0"
"578","0"
"579","0"
"580","0"
"581","0"
"582","0"
"583","0"
"584","0"
"585","1"
"586","1"
"587","1"
"588","0"
"589","0"
"590","0"
"591","1"
"592","0"
"593","0"
"594","0"
"595","0"
"596","1"
"597","0"
"598","0"
"599","0"
"600","1"
"601","0"
"602","0"
"603","0"
"604","0"
"605","0"
"606","0"
"607","0"
"608","1"
"609","0"
"610","0"
"611","0"
"612","1"
"613","1"
"614","1"
"615","0"
"616","0"
"617","0"
"618","1"
"619","0"
"620","0"
"621","1"
"622","2"
"623","1"
"624","1"
"625","0"
"626","0"
"627","1"
"628","2"
"629","0"
"630","0"
"631","0"
"632","0"
"633","0"
"634","0"
"635","0"
"636","0"
"637","1"
"638","0"
"639","0"
"640","0"
"641","0"
"642","0"
"643","0"
"644","1"
"645","0"
"646","0"
"647","0"
"648","0"
"649","0"
"650","0"
"651","0"
"652","0"
"653","0"
"654","0"
"655","0"
"656","0"
"657","1"
"658","0"
"659","0"
"660","0"
"661","0"
"662","1"
"663","1"
"664","0"
"665","0"
"666","0"
"667","1"
"668","0"
"669","0"
"670","0"
"671","0"
"672","0"
"673","0"
"674","1"
"675","1"
"676","0"
"677","0"
"678","0"
"679","0"
"680","0"
"681","0"
"682","1"
"683","0"
"684","1"
"685","0"
"686","1"
"687","0"
"688","0"
"689","0"
"690","0"
"691","0"
"692","0"
"693","0"
"694","0"
"695","0"
"696","0"
"697","2"
"698","1"
"699","1"
"700","0"
"701","1"
"702","0"
"703","1"
"704","0"
"705","0"
"706","0"
"707","1"
"708","1"
"709","1"
"710","0"
"711","1"
"712","2"
"713","0"
"714","0"
"715","0"
"716","1"
"717","0"
"718","0"
"719","1"
"720","0"
"721","0"
"722","0"
"723","0"
"724","1"
"725","1"
"726","1"
"727","3"
"728","2"
"729","0"
"730","0"
"731","0"
"732","0"
"733","0"
"734","0"
"735","0"
"736","0"
"737","1"
"738","1"
"739","0"
"740","0"
"741","2"
"742","0"
"743","0"
