"FRAME","COUNT"
"0","0"
"1","0"
"2","0"
"3","0"
"4","0"
"5","1"
"6","2"
"7","1"
"8","1"
"9","0"
"10","0"
"11","1"
"12","2"
"13","2"
"14","1"
"15","1"
"16","0"
"17","1"
"18","1"
"19","2"
"20","1"
"21","1"
"22","0"
"23","0"
"24","0"
"25","0"
"26","0"
"27","0"
"28","0"
"29","1"
"30","0"
"31","0"
"32","1"
"33","0"
"34","0"
"35","1"
"36","0"
"37","0"
"38","0"
"39","1"
"40","1"
"41","1"
"42","1"
"43","0"
"44","0"
"45","0"
"46","0"
"47","0"
"48","0"
"49","0"
"50","0"
"51","0"
"52","0"
"53","1"
"54","0"
"55","0"
"56","0"
"57","0"
"58","0"
"59","0"
"60","1"
"61","0"
"62","1"
"63","0"
"64","0"
"65","1"
"66","1"
"67","0"
"68","0"
"69","0"
"70","0"
"71","1"
"72","0"
"73","1"
"74","1"
"75","1"
"76","1"
"77","1"
"78","2"
"79","1"
"80","0"
"81","1"
"82","0"
"83","0"
"84","0"
"85","1"
"86","0"
"87","0"
"88","0"
"89","0"
"90","0"
"91","0"
"92","0"
"93","0"
"94","0"
"95","0"
"96","0"
"97","0"
"98","0"
"99","1"
"100","0"
"101","0"
"102","0"
"103","0"
"104","0"
"105","0"
"106","0"
"107","0"
"108","0"
"109","1"
"110","1"
"111","2"
"112","1"
"113","0"
"114","1"
"115","1"
"116","1"
"117","0"
"118","0"
"119","1"
"120","1"
"121","0"
"122","0"
"123","0"
"124","0"
"125","0"
"126","0"
"127","0"
"128","1"
"129","0"
"130","0"
"131","0"
"132","0"
"133","0"
"134","0"
"135","0"
"136","0"
"137","0"
"138","0"
"139","0"
"140","0"
"141","0"
"142","0"
"143","0"
"144","0"
"145","0"
"146","0"
"147","0"
"148","0"
"149","1"
"150","1"
"151","1"
"152","1"
"153","1"
"154","1"
"155","0"
"156","0"
"157","0"
"158","0"
"159","0"
"160","0"
"161","0"
"162","0"
"163","0"
"164","0"
"165","0"
"166","1"
"167","2"
"168","0"
"169","1"
"170","0"
"171","1"
"172","0"
"173","0"
"174","0"
"175","0"
"176","1"
"177","0"
"178","1"
"179","0"
"180","2"
"181","1"
"182","0"
"183","0"
"184","1"
"185","0"
"186","1"
"187","0"
"188","0"
"189","2"
"190","1"
"191","0"
"192","1"
"193","0"
"194","0"
"195","0"
"196","0"
"197","1"
"198","2"
"199","2"
"200","1"
"201","1"
"202","2"
"203","2"
"204","1"
"205","1"
"206","2"
"207","3"
"208","1"
"209","1"
"210","2"
"211","2"
"212","2"
"213","0"
"214","0"
"215","0"
"216","0"
"217","0"
"218","0"
"219","1"
"220","0"
"221","1"
"222","0"
"223","0"
"224","0"
"225","0"
"226","1"
"227","1"
"228","1"
"229","1"
"230","1"
"231","1"
"232","1"
"233","1"
"234","3"
"235","1"
"236","1"
"237","2"
"238","3"
"239","2"
"240","1"
"241","0"
"242","1"
"243","1"
"244","0"
"245","0"
"246","0"
"247","0"
"248","0"
"249","0"
"250","0"
"251","0"
"252","0"
"253","0"
"254","0"
"255","0"
"256","0"
"257","1"
"258","0"
"259","0"
"260","0"
"261","0"
"262","0"
"263","0"
"264","0"
"265","0"
"266","0"
"267","0"
"268","1"
"269","0"
"270","1"
"271","1"
"272","2"
"273","2"
"274","0"
"275","0"
"276","0"
"277","1"
"278","1"
"279","1"
"280","0"
"281","0"
"282","0"
"283","1"
"284","1"
"285","1"
"286","1"
"287","1"
"288","1"
"289","1"
"290","0"
"291","0"
"292","0"
"293","1"
"294","1"
"295","1"
"296","1"
"297","0"
"298","1"
"299","2"
"300","0"
"301","0"
"302","0"
"303","0"
"304","1"
"305","0"
"306","0"
"307","1"
"308","0"
"309","0"
"310","1"
"311","0"
"312","0"
"313","0"
"314","3"
"315","0"
"316","1"
"317","1"
"318","0"
"319","0"
"320","0"
"321","1"
"322","0"
"323","0"
"324","0"
"325","0"
"326","0"
"327","0"
"328","0"
"329","0"
"330","1"
"331","0"
"332","1"
"333","0"
"334","0"
"335","2"
"336","2"
"337","3"
"338","0"
"339","0"
"340","0"
"341","0"
"342","0"
"343","0"
"344","0"
"345","0"
"346","0"
"347","0"
"348","0"
"349","0"
"350","0"
"351","0"
"352","0"
"353","0"
